geometry,ux,uy,p,x,y
4,0.18832125,0,1,4,0.050000001
4,0.35929355,0,1,4,0.1
4,0.51027536,0,1,4,0.15000001
4,0.6411106,0,1,4,0.2
4,0.75199407,0,1,4,0.25
4,0.84278876,0,1,4,0.30000001
4,0.91347682,0,1,4,0.34999999
4,0.96399218,0,1,4,0.40000001
4,0.99431854,0,1,4,0.44999999
4,1.0044276,0,1,4,0.5
4,0.99431854,0,1,4,0.55000001
4,0.96399218,0,1,4,0.60000002
4,0.91347682,0,1,4,0.64999998
4,0.84278876,0,1,4,0.69999999
4,0.75199407,0,1,4,0.75
4,0.6411106,0,1,4,0.80000001
4,0.51027536,0,1,4,0.85000002
4,0.35929355,0,1,4,0.89999998
4,0.18832125,0,1,4,0.94999999
